batch,source_file,source_line,original_row_index,match_input,normalized_match_input,status,match_count,replacement_input,duplicate_target_within_batches
017,data/curation/rewrite_batches/firm_rewrite_batch_017_dopant_ionization_continued.jsonl,18,498,"For a dopant activation energy of 0.035 eV at 216.6 K, estimate the fraction of dopants ionized.","For a dopant activation energy of 0.035 eV at 216.6 K, estimate the fraction of dopants ionized.",APPLIED,1,"For a dopant activation energy of 0.035 eV at 216.6 K, estimate the fraction of dopants ionized.",False
017,data/curation/rewrite_batches/firm_rewrite_batch_017_dopant_ionization_continued.jsonl,19,499,"For a dopant activation energy of 0.039 eV at 335.7 K, estimate the fraction of dopants ionized.","For a dopant activation energy of 0.039 eV at 335.7 K, estimate the fraction of dopants ionized.",APPLIED,1,"For a dopant activation energy of 0.039 eV at 335.7 K, estimate the fraction of dopants ionized.",False
017,data/curation/rewrite_batches/firm_rewrite_batch_017_dopant_ionization_continued.jsonl,20,500,"For a dopant activation energy of 0.043 eV at 269.5 K, estimate the fraction of dopants ionized.","For a dopant activation energy of 0.043 eV at 269.5 K, estimate the fraction of dopants ionized.",APPLIED,1,"For a dopant activation energy of 0.043 eV at 269.5 K, estimate the fraction of dopants ionized.",False
017,data/curation/rewrite_batches/firm_rewrite_batch_017_dopant_ionization_continued.jsonl,21,501,"For a dopant activation energy of 0.012 eV at 322.4 K, estimate the fraction of dopants ionized.","For a dopant activation energy of 0.012 eV at 322.4 K, estimate the fraction of dopants ionized.",APPLIED,1,"For a dopant activation energy of 0.012 eV at 322.4 K, estimate the fraction of dopants ionized.",False
017,data/curation/rewrite_batches/firm_rewrite_batch_017_dopant_ionization_continued.jsonl,22,502,"For a dopant activation energy of 0.015 eV at 351.9 K, estimate the fraction of dopants ionized.","For a dopant activation energy of 0.015 eV at 351.9 K, estimate the fraction of dopants ionized.",APPLIED,1,"For a dopant activation energy of 0.015 eV at 351.9 K, estimate the fraction of dopants ionized.",False
017,data/curation/rewrite_batches/firm_rewrite_batch_017_dopant_ionization_continued.jsonl,23,503,"For a dopant activation energy of 0.042 eV at 281.7 K, estimate the fraction of dopants ionized.","For a dopant activation energy of 0.042 eV at 281.7 K, estimate the fraction of dopants ionized.",APPLIED,1,"For a dopant activation energy of 0.042 eV at 281.7 K, estimate the fraction of dopants ionized.",False
017,data/curation/rewrite_batches/firm_rewrite_batch_017_dopant_ionization_continued.jsonl,24,504,"For a dopant activation energy of 0.048 eV at 234.8 K, estimate the fraction of dopants ionized.","For a dopant activation energy of 0.048 eV at 234.8 K, estimate the fraction of dopants ionized.",APPLIED,1,"For a dopant activation energy of 0.048 eV at 234.8 K, estimate the fraction of dopants ionized.",False
017,data/curation/rewrite_batches/firm_rewrite_batch_017_dopant_ionization_continued.jsonl,25,505,"For a dopant activation energy of 0.048 eV at 293.1 K, estimate the fraction of dopants ionized.","For a dopant activation energy of 0.048 eV at 293.1 K, estimate the fraction of dopants ionized.",APPLIED,1,"For a dopant activation energy of 0.048 eV at 293.1 K, estimate the fraction of dopants ionized.",False
017,data/curation/rewrite_batches/firm_rewrite_batch_017_dopant_ionization_continued.jsonl,26,506,"For a dopant activation energy of 0.041 eV at 350.6 K, estimate the fraction of dopants ionized.","For a dopant activation energy of 0.041 eV at 350.6 K, estimate the fraction of dopants ionized.",APPLIED,1,"For a dopant activation energy of 0.041 eV at 350.6 K, estimate the fraction of dopants ionized.",False
017,data/curation/rewrite_batches/firm_rewrite_batch_017_dopant_ionization_continued.jsonl,27,507,"For a dopant activation energy of 0.049 eV at 394.7 K, estimate the fraction of dopants ionized.","For a dopant activation energy of 0.049 eV at 394.7 K, estimate the fraction of dopants ionized.",APPLIED,1,"For a dopant activation energy of 0.049 eV at 394.7 K, estimate the fraction of dopants ionized.",False
017,data/curation/rewrite_batches/firm_rewrite_batch_017_dopant_ionization_continued.jsonl,28,508,"For a dopant activation energy of 0.012 eV at 203.2 K, estimate the fraction of dopants ionized.","For a dopant activation energy of 0.012 eV at 203.2 K, estimate the fraction of dopants ionized.",APPLIED,1,"For a dopant activation energy of 0.012 eV at 203.2 K, estimate the fraction of dopants ionized.",False
017,data/curation/rewrite_batches/firm_rewrite_batch_017_dopant_ionization_continued.jsonl,29,509,"For a dopant activation energy of 0.032 eV at 206.8 K, estimate the fraction of dopants ionized.","For a dopant activation energy of 0.032 eV at 206.8 K, estimate the fraction of dopants ionized.",APPLIED,1,"For a dopant activation energy of 0.032 eV at 206.8 K, estimate the fraction of dopants ionized.",False
017,data/curation/rewrite_batches/firm_rewrite_batch_017_dopant_ionization_continued.jsonl,30,510,"For a dopant activation energy of 0.036 eV at 307.0 K, estimate the fraction of dopants ionized.","For a dopant activation energy of 0.036 eV at 307.0 K, estimate the fraction of dopants ionized.",APPLIED,1,"For a dopant activation energy of 0.036 eV at 307.0 K, estimate the fraction of dopants ionized.",False
018,data/curation/rewrite_batches/firm_rewrite_batch_018_dopant_ionization_tail.jsonl,1,511,"For a dopant activation energy of 0.015 eV at 348.0 K, estimate the fraction of dopants ionized.","For a dopant activation energy of 0.015 eV at 348.0 K, estimate the fraction of dopants ionized.",APPLIED,1,"For a dopant activation energy of 0.015 eV at 348.0 K, estimate the fraction of dopants ionized and interpret it for detector materials.",False
018,data/curation/rewrite_batches/firm_rewrite_batch_018_dopant_ionization_tail.jsonl,2,512,"For a dopant activation energy of 0.043 eV at 217.8 K, estimate the fraction of dopants ionized.","For a dopant activation energy of 0.043 eV at 217.8 K, estimate the fraction of dopants ionized.",APPLIED,1,"For a dopant activation energy of 0.043 eV at 217.8 K, estimate the fraction of dopants ionized.",False
018,data/curation/rewrite_batches/firm_rewrite_batch_018_dopant_ionization_tail.jsonl,3,513,"For a dopant activation energy of 0.043 eV at 357.3 K, estimate the fraction of dopants ionized.","For a dopant activation energy of 0.043 eV at 357.3 K, estimate the fraction of dopants ionized.",APPLIED,1,"For a dopant activation energy of 0.043 eV at 357.3 K, estimate the fraction of dopants ionized.",False
018,data/curation/rewrite_batches/firm_rewrite_batch_018_dopant_ionization_tail.jsonl,4,514,"For a dopant activation energy of 0.038 eV at 268.0 K, estimate the fraction of dopants ionized.","For a dopant activation energy of 0.038 eV at 268.0 K, estimate the fraction of dopants ionized.",APPLIED,1,"For a dopant activation energy of 0.038 eV at 268.0 K, estimate the fraction of dopants ionized.",False
018,data/curation/rewrite_batches/firm_rewrite_batch_018_dopant_ionization_tail.jsonl,5,515,"For a dopant activation energy of 0.028 eV at 273.3 K, estimate the fraction of dopants ionized.","For a dopant activation energy of 0.028 eV at 273.3 K, estimate the fraction of dopants ionized.",APPLIED,1,"For a dopant activation energy of 0.028 eV at 273.3 K, estimate the fraction of dopants ionized.",False
018,data/curation/rewrite_batches/firm_rewrite_batch_018_dopant_ionization_tail.jsonl,6,516,"For a dopant activation energy of 0.044 eV at 265.7 K, estimate the fraction of dopants ionized.","For a dopant activation energy of 0.044 eV at 265.7 K, estimate the fraction of dopants ionized.",APPLIED,1,"For a dopant activation energy of 0.044 eV at 265.7 K, estimate the fraction of dopants ionized.",False
018,data/curation/rewrite_batches/firm_rewrite_batch_018_dopant_ionization_tail.jsonl,7,517,"For a dopant activation energy of 0.023 eV at 387.1 K, estimate the fraction of dopants ionized.","For a dopant activation energy of 0.023 eV at 387.1 K, estimate the fraction of dopants ionized.",APPLIED,1,"For a dopant activation energy of 0.023 eV at 387.1 K, estimate the fraction of dopants ionized.",False
018,data/curation/rewrite_batches/firm_rewrite_batch_018_dopant_ionization_tail.jsonl,8,518,"For a dopant activation energy of 0.047 eV at 393.7 K, estimate the fraction of dopants ionized.","For a dopant activation energy of 0.047 eV at 393.7 K, estimate the fraction of dopants ionized.",APPLIED,1,"For a dopant activation energy of 0.047 eV at 393.7 K, estimate the fraction of dopants ionized.",False
018,data/curation/rewrite_batches/firm_rewrite_batch_018_dopant_ionization_tail.jsonl,9,519,"For a dopant activation energy of 0.042 eV at 217.4 K, estimate the fraction of dopants ionized.","For a dopant activation energy of 0.042 eV at 217.4 K, estimate the fraction of dopants ionized.",APPLIED,1,"For a dopant activation energy of 0.042 eV at 217.4 K, estimate the fraction of dopants ionized.",False
018,data/curation/rewrite_batches/firm_rewrite_batch_018_dopant_ionization_tail.jsonl,10,520,"For a dopant activation energy of 0.014 eV at 311.4 K, estimate the fraction of dopants ionized.","For a dopant activation energy of 0.014 eV at 311.4 K, estimate the fraction of dopants ionized.",APPLIED,1,"For a dopant activation energy of 0.014 eV at 311.4 K, estimate the fraction of dopants ionized.",False
018,data/curation/rewrite_batches/firm_rewrite_batch_018_dopant_ionization_tail.jsonl,11,521,"For a dopant activation energy of 0.044 eV at 376.8 K, estimate the fraction of dopants ionized.","For a dopant activation energy of 0.044 eV at 376.8 K, estimate the fraction of dopants ionized.",APPLIED,1,"For a dopant activation energy of 0.044 eV at 376.8 K, estimate the fraction of dopants ionized.",False
018,data/curation/rewrite_batches/firm_rewrite_batch_018_dopant_ionization_tail.jsonl,12,522,"For a dopant activation energy of 0.035 eV at 391.2 K, estimate the fraction of dopants ionized.","For a dopant activation energy of 0.035 eV at 391.2 K, estimate the fraction of dopants ionized.",APPLIED,1,"For a dopant activation energy of 0.035 eV at 391.2 K, estimate the fraction of dopants ionized.",False
018,data/curation/rewrite_batches/firm_rewrite_batch_018_dopant_ionization_tail.jsonl,13,523,"For a dopant activation energy of 0.016 eV at 244.3 K, estimate the fraction of dopants ionized.","For a dopant activation energy of 0.016 eV at 244.3 K, estimate the fraction of dopants ionized.",APPLIED,1,"For a dopant activation energy of 0.016 eV at 244.3 K, estimate the fraction of dopants ionized.",False
018,data/curation/rewrite_batches/firm_rewrite_batch_018_dopant_ionization_tail.jsonl,14,524,"For a dopant activation energy of 0.023 eV at 251.4 K, estimate the fraction of dopants ionized.","For a dopant activation energy of 0.023 eV at 251.4 K, estimate the fraction of dopants ionized.",APPLIED,1,"For a dopant activation energy of 0.023 eV at 251.4 K, estimate the fraction of dopants ionized.",False
018,data/curation/rewrite_batches/firm_rewrite_batch_018_dopant_ionization_tail.jsonl,15,525,"For a dopant activation energy of 0.022 eV at 223.7 K, estimate the fraction of dopants ionized.","For a dopant activation energy of 0.022 eV at 223.7 K, estimate the fraction of dopants ionized.",APPLIED,1,"For a dopant activation energy of 0.022 eV at 223.7 K, estimate the fraction of dopants ionized.",False
018,data/curation/rewrite_batches/firm_rewrite_batch_018_dopant_ionization_tail.jsonl,16,526,"For a dopant activation energy of 0.025 eV at 206.0 K, estimate the fraction of dopants ionized.","For a dopant activation energy of 0.025 eV at 206.0 K, estimate the fraction of dopants ionized.",APPLIED,1,"For a dopant activation energy of 0.025 eV at 206.0 K, estimate the fraction of dopants ionized.",False
018,data/curation/rewrite_batches/firm_rewrite_batch_018_dopant_ionization_tail.jsonl,17,527,"For a dopant activation energy of 0.032 eV at 389.2 K, estimate the fraction of dopants ionized.","For a dopant activation energy of 0.032 eV at 389.2 K, estimate the fraction of dopants ionized.",APPLIED,1,"For a dopant activation energy of 0.032 eV at 389.2 K, estimate the fraction of dopants ionized.",False
018,data/curation/rewrite_batches/firm_rewrite_batch_018_dopant_ionization_tail.jsonl,18,528,"For a dopant activation energy of 0.028 eV at 324.8 K, estimate the fraction of dopants ionized.","For a dopant activation energy of 0.028 eV at 324.8 K, estimate the fraction of dopants ionized.",APPLIED,1,"For a dopant activation energy of 0.028 eV at 324.8 K, estimate the fraction of dopants ionized.",False
018,data/curation/rewrite_batches/firm_rewrite_batch_018_dopant_ionization_tail.jsonl,19,529,"For a dopant activation energy of 0.034 eV at 386.7 K, estimate the fraction of dopants ionized.","For a dopant activation energy of 0.034 eV at 386.7 K, estimate the fraction of dopants ionized.",APPLIED,1,"For a dopant activation energy of 0.034 eV at 386.7 K, estimate the fraction of dopants ionized.",False
018,data/curation/rewrite_batches/firm_rewrite_batch_018_dopant_ionization_tail.jsonl,20,530,"For a dopant activation energy of 0.039 eV at 365.0 K, estimate the fraction of dopants ionized.","For a dopant activation energy of 0.039 eV at 365.0 K, estimate the fraction of dopants ionized.",APPLIED,1,"For a dopant activation energy of 0.039 eV at 365.0 K, estimate the fraction of dopants ionized.",False
